StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,USE_CMS,USE_TMS,USE_STMS,USE_CS,USE_GAIT,USE_FPC,USE_BL,IMP_CMS,IMP_CMSS,IMP_TMS,IMP_STMS,IMP_CS,IMP_GAIT,IMP_SGAIT,IMP_FPC,IMP_CFCPS,IMP_DCR,IMP_BL,IMP_AWAC,IMP_PWAC,IMP_ELCS,IMP_ITSPP,IMP_CTS,IMP_SII,IMP_RCTN,IMP_OCS,IMP_OMOS,DS_CMS,DS_CMSS,DS_TMS,DS_STMS,DS_CS,DS_GAIT,DS_SGAIT,DS_FPC,DS_CFCPS,DS_DCR,DS_BL,DS_AWAC,DS_PWAC,DS_ELCS,DS_ITSPP,DS_CTS,DS_SII,DS_RCTN,DS_OCS,DS_OMOS,WREM,EITS,INF_ATS,INF_AATD,INF_ATRW,INF_GAIT,SKL_TMS,SKL_GAIT,LRN_TMS,LRN_GAIT,LRN_OOO,LRN_WTS,LRN_PGL,LRN_SDD,LRN_SDOT,LRN_TE,FTIME,OCC,AGE,COMMENT
3/8/2024 11:26,3/8/2024 11:37,0,100,659,1,3/8/2024 11:37,email,EN,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,3,4,4,3,3,4,4,3,3,3,3,-99,-99,-99,-99,-99,-99,-99,-99,3,4,4,1,4,4,4,4,4,-99,3,3,3,4,"Having to use a borrowed computer while mine is being repaired is a nightmare.  It is not easy, uploading programing and then getting it to work is a PITA.",3,3,3,1,1,1,1,1,2,2,2,4,4,1,1,2,67.5,-99
3/8/2024 12:10,3/8/2024 12:19,0,100,568,1,3/8/2024 12:19,email,EN,1,2,2,5,1,2,1,1,1,2,2,3,1,1,3,2,1,1,4,3,4,3,3,2,2,3,2,-99,-99,4,4,4,-99,-99,4,4,-99,-99,4,4,4,4,4,4,4,4,4,2,Just treat the IT folks well. They're doing a great job and I'm thankful. ,2,2,2,1,2,1,2,1,2,2,2,3,3,2,1,1,47.5,None
3/8/2024 12:36,3/8/2024 12:43,0,100,410,1,3/8/2024 12:43,email,EN,1,2,1,5,1,2,1,1,1,1,1,4,1,1,3,4,3,2,4,4,4,3,3,2,3,3,2,-99,-99,-99,-99,3,-99,-99,3,3,3,3,2,2,2,3,3,-99,3,3,3,2,I would like to have better and more consistent connectivity and computers that hold a charge - appreciate what you all do!  ,2,1,2,1,2,1,4,4,3,4,4,3,3,1,1,4,47.5,-99
3/8/2024 13:09,3/8/2024 13:32,0,100,1343,1,3/8/2024 13:32,email,EN,1,2,1,4,1,2,1,1,1,4,2,3,1,1,4,4,4,1,4,4,4,3,2,3,3,4,1,-99,-99,4,4,4,-99,-99,4,2,3,-99,4,3,4,4,4,4,4,4,-99,2,Return to having ITS format new and replacement laptops with essential apps/programs. Pushing that out to the end user is a real time-suck for those who are not IT professionals. It's especially frustrating for new employees.,2,2,2,1,3,1,2,1,2,3,1,1,2,1,1,1,62.5,There are service departments that begin their day at 7:30. Waiting 45 minutes for the Helpdesk to be open/staffed can be frustrating. Understandable that it probably wouldn't be peak demand during that time.
3/8/2024 14:20,3/8/2024 14:27,0,100,385,1,3/8/2024 14:27,email,EN,1,5,1,5,1,2,1,-99,-99,4,4,4,-99,-99,4,4,4,1,4,4,4,4,3,3,3,4,-99,-99,-99,4,4,4,-99,-99,4,4,4,-99,4,4,3,4,3,3,3,4,-99,1,File management support or training for One Drive,2,1,1,1,4,2,3,2,3,3,3,2,3,1,2,4,52.5,-99
3/8/2024 14:15,3/8/2024 14:27,0,100,727,1,3/8/2024 14:27,email,EN,3,2,2,5,1,3,1,3,2,4,4,4,1,1,4,4,2,1,3,4,4,3,2,2,3,3,3,3,3,2,1,3,-99,-99,3,3,3,-99,3,2,2,2,3,3,3,3,3,2,A College wide imaging system OR a way to make notes in Banner on a student's academic record.,3,1,2,1,2,1,2,1,2,3,2,1,2,1,1,1,52.5,-99
3/8/2024 14:27,3/8/2024 14:39,0,100,683,1,3/8/2024 14:39,email,EN,1,1,1,1,1,2,1,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,3,3,3,3,3,-99,3,3,-99,-99,-99,-99,-99,-99,-99,-99,4,4,4,-99,4,4,4,4,4,4,4,4,-99,1, Having  Accessibility/ help  in person .,2,2,2,1,3,1,1,2,1,2,2,2,2,1,1,2,57.5,No
3/8/2024 15:08,3/8/2024 15:14,0,100,349,1,3/8/2024 15:14,email,EN,2,2,1,5,1,2,1,3,-99,3,3,3,1,1,4,2,2,1,4,4,4,2,1,4,4,4,2,4,3,4,4,3,-99,-99,4,4,-99,-99,4,4,3,4,4,4,4,4,-99,4,"Perhaps less ""there's an instruction sheet or form for that"" and more person-to-person help/interaction. ",2,2,2,1,3,2,1,2,3,3,1,1,1,2,2,3,62.5,-99
3/8/2024 14:34,3/8/2024 15:21,0,100,2855,1,3/8/2024 15:21,email,EN,2,3,2,4,1,2,1,3,-99,4,4,4,1,-99,4,2,4,2,4,4,4,4,2,4,4,4,3,-99,-99,4,4,4,-99,-99,4,4,4,-99,3,3,3,4,4,4,4,4,4,1,I would love to see tech for video conferencing/projecting/presenting as a standard in departmental conference rooms.,3,2,3,2,4,1,2,2,1,2,1,2,2,2,1,4,32.5,None
3/8/2024 15:56,3/8/2024 16:00,0,100,248,1,3/8/2024 16:00,email,EN,1,3,2,5,1,2,1,1,1,3,3,3,1,1,3,2,3,1,4,4,3,4,3,2,3,3,1,-99,-99,4,4,3,-99,-99,3,3,4,-99,3,3,3,4,2,-99,3,3,-99,2,-99,2,1,2,1,3,1,1,1,3,3,1,2,2,2,1,4,52.5,-99
3/7/2024 8:34,3/8/2024 16:19,0,100,114286,1,3/8/2024 16:19,email,EN,1,1,1,-99,1,1,1,2,2,2,2,4,2,2,4,3,3,-99,4,4,4,4,4,-99,4,4,-99,-99,-99,-99,-99,3,-99,-99,2,2,-99,-99,1,1,1,3,1,-99,3,4,-99,1,-99,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,27.5,-99
3/8/2024 16:59,3/8/2024 17:09,0,100,658,1,3/8/2024 17:10,email,EN,3,3,3,2,1,2,-99,4,3,4,4,3,1,1,4,3,4,3,4,4,4,2,4,3,2,3,4,4,3,3,3,-99,-99,-99,4,4,4,3,3,3,3,3,4,3,3,3,4,3,'-Create more efficient systems so all library materials are OCR scanned including Interlibrary Loans,3,3,2,1,3,3,4,3,4,4,3,2,3,2,1,2,47.5,"I'd love to see more robust, easy to access disability focused tools that are framed as simply education/professional tools on various College portals"
3/8/2024 17:25,3/8/2024 17:30,0,100,292,1,3/8/2024 17:30,email,EN,1,3,2,1,2,2,1,1,1,3,3,1,4,4,4,3,4,1,4,4,4,4,2,4,4,2,-99,-99,-99,3,2,-99,-99,2,2,3,2,-99,3,2,4,2,4,1,1,3,-99,1,-99,3,1,1,2,4,3,1,4,1,2,3,2,1,1,1,3,47.5,-99
3/7/2024 13:00,3/8/2024 17:44,0,100,103409,1,3/8/2024 17:44,email,EN,2,1,1,2,1,3,2,1,1,3,3,3,1,1,4,3,4,3,4,4,4,2,2,3,4,4,2,-99,-99,4,4,4,-99,-99,4,4,4,4,4,4,4,4,3,-99,4,4,-99,4,More communication about what’s new,2,2,2,1,3,1,2,2,3,3,3,3,3,2,1,3,52.5,-99
3/8/2024 17:46,3/8/2024 17:50,0,100,257,1,3/8/2024 17:50,email,EN,1,2,1,1,1,2,2,-99,-99,3,3,-99,1,1,4,4,4,4,4,4,4,4,4,3,4,4,3,-99,-99,4,4,-99,-99,-99,4,4,4,4,4,4,4,4,3,4,4,4,4,1,-99,2,2,2,2,4,1,3,2,2,2,1,4,4,2,1,4,37.5,-99
3/8/2024 23:25,3/8/2024 23:31,0,100,381,1,3/8/2024 23:31,email,EN,1,2,1,-99,2,2,3,2,2,3,4,4,3,2,4,4,4,4,4,4,4,3,4,2,4,4,3,3,-99,-99,-99,4,-99,-99,4,4,4,4,4,4,4,4,4,-99,4,4,-99,2,-99,3,1,2,1,1,1,2,2,1,2,2,-99,2,1,2,2,42.5,-99
3/9/2024 10:39,3/9/2024 10:50,0,100,652,1,3/9/2024 10:50,email,EN,3,5,2,5,1,2,1,3,2,4,4,4,1,3,3,2,4,3,4,4,4,4,4,4,4,4,2,4,-99,3,1,3,-99,-99,2,4,1,-99,4,4,2,4,1,2,1,3,1,1,"Technology in my field changes constantly; there is little support for education in that tech to stay current (most is aimed at generic needs, not field-specific).  Feels like we're on our own.",2,1,2,1,4,1,2,2,2,3,2,1,1,1,1,3,52.5,"The tech we have is not used to its full potential - we use both Outlook and Google but there isn't a shared Academic or Events calendar.  Finding information is like navigating a maze of websites that may or may not be current, or use formats that don't lend themselves to functionality (see calendars).  When we do need to find info or teach ourselves how to do things, the info is buried under multiple layers (see GMHEC FAQ pages, when employees are doing things that are AP or AR related tasks)."
3/9/2024 11:32,3/9/2024 11:37,0,100,311,1,3/9/2024 11:37,email,EN,1,1,1,1,1,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,4,4,3,4,-99,-99,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,4,4,-99,4,-99,-99,4,-99,1,-99,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,67.5,-99
3/9/2024 15:46,3/9/2024 15:51,0,100,311,1,3/9/2024 15:51,email,EN,1,4,2,1,1,2,1,1,1,4,4,1,1,1,3,1,2,1,4,4,4,3,1,1,3,3,1,-99,-99,4,4,-99,-99,-99,4,-99,3,-99,3,1,1,-99,1,-99,4,4,-99,2,-99,3,3,3,1,4,1,1,1,1,1,1,1,1,1,1,3,57.5,-99
3/10/2024 17:50,3/10/2024 18:01,0,100,617,1,3/10/2024 18:01,email,EN,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,-99,3,3,3,-99,-99,-99,-99,-99,-99,-99,-99,4,4,4,4,4,4,4,4,-99,-99,-99,-99,-99,1,-99,3,1,1,1,1,1,1,1,3,3,3,2,2,1,2,2,57.5,-99
3/10/2024 17:58,3/10/2024 18:03,0,100,295,1,3/10/2024 18:03,email,EN,1,1,1,2,1,3,1,1,1,1,1,2,1,1,4,2,3,2,-99,-99,-99,-99,4,2,-99,-99,2,-99,-99,-99,-99,4,-99,-99,4,-99,4,4,4,4,2,4,4,-99,4,4,-99,1,-99,3,2,2,1,2,1,1,2,2,2,2,2,2,2,1,4,52.5,-99
3/11/2024 6:26,3/11/2024 6:35,0,100,499,1,3/11/2024 6:35,email,EN,1,1,1,2,1,2,1,-99,-99,-99,-99,2,-99,-99,2,2,2,1,4,4,4,4,4,2,2,2,2,-99,-99,-99,-99,4,-99,-99,4,4,4,-99,4,4,4,4,2,3,3,3,3,1,"An in person meeting on how those in facilities leadership roles can get help from the help desks and meet the team, as questions, etc. Where we can find your working hours, stuff of that nature. ",1,1,1,1,2,1,2,2,3,3,2,1,1,1,1,2,32.5,That's all. Thank you!
3/11/2024 9:35,3/11/2024 9:44,0,100,521,1,3/11/2024 9:44,email,EN,1,3,2,3,1,3,1,-99,-99,4,4,4,1,1,4,1,3,2,4,4,4,4,4,4,4,4,1,-99,-99,4,4,4,-99,-99,4,-99,-99,-99,4,4,3,4,3,3,-99,4,-99,2,-99,2,1,1,1,3,2,3,1,2,3,3,2,2,2,1,1,32.5,-99
3/11/2024 10:13,3/11/2024 10:20,0,100,394,1,3/11/2024 10:20,email,EN,1,1,1,1,1,1,1,-99,-99,-99,-99,-99,-99,-99,3,3,2,2,4,4,4,2,2,2,2,2,2,-99,-99,-99,-99,-99,-99,-99,4,4,4,4,4,4,4,4,4,4,4,4,4,1,-99,2,2,2,1,1,1,1,2,1,1,1,2,2,1,1,2,62.5,-99
3/11/2024 10:13,3/11/2024 10:22,0,100,543,1,3/11/2024 10:22,email,EN,1,2,1,3,1,3,1,1,1,3,3,4,1,1,4,-99,3,1,4,4,4,4,4,2,2,3,4,-99,-99,4,4,4,-99,-99,4,-99,4,-99,4,4,3,4,3,4,4,4,4,1,I have no suggestions for improvement. Keep up the good work. ,3,3,4,3,4,1,2,2,3,4,3,4,4,1,1,3,37.5,-99
3/11/2024 10:20,3/11/2024 10:25,0,100,295,1,3/11/2024 10:25,email,EN,1,1,1,1,1,1,1,-99,-99,-99,-99,3,3,3,3,3,3,-99,-99,-99,4,3,-99,2,4,2,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,2,3,-99,2,2,3,-99,5,"Make it easier to access various portals, shared drives, folders, etc...",1,1,1,1,3,2,1,4,3,3,1,2,2,1,1,4,42.5,-99
3/11/2024 10:51,3/11/2024 10:55,0,100,236,1,3/11/2024 10:55,email,EN,1,5,2,4,1,2,1,-99,-99,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,3,4,4,-99,-99,3,3,-99,-99,4,3,3,4,4,-99,-99,-99,-99,2,-99,2,1,1,1,3,1,4,4,4,4,4,2,2,2,1,1,32.5,-99
3/11/2024 11:50,3/11/2024 12:04,0,100,823,1,3/11/2024 12:04,email,EN,1,2,1,5,1,2,1,1,1,4,4,4,2,2,4,4,4,2,4,4,4,4,4,2,4,4,3,-99,-99,3,-99,3,-99,-99,4,4,2,-99,3,2,2,3,2,-99,3,3,3,2,The College is no longer purchasing Dell laptops for staff due to an issue that Dell has with the College's network. Not being able to reliably connect to the network has been frustrating and time consuming. It is not an issue when off campus at all.,3,2,3,2,3,1,2,2,2,2,2,4,2,1,1,3,52.5,"It would be helpful to have clear, step by step, hard copy instructions regarding the specific technology in meeting spaces such as Service Building 209 and the Mitchell Green Room for those of us who do not use the technology regularly and/or not fluent in IT!"
3/11/2024 12:03,3/11/2024 12:11,0,100,424,1,3/11/2024 12:11,email,EN,1,5,2,1,3,2,1,3,3,4,4,1,4,4,4,2,4,1,4,4,4,4,4,3,3,3,-99,-99,-99,4,4,-99,4,4,4,-99,4,-99,4,4,4,4,4,-99,3,4,-99,1,-99,2,2,2,2,3,3,-99,3,3,3,3,3,3,3,1,4,57.5,-99
3/11/2024 12:10,3/11/2024 12:16,0,100,356,1,3/11/2024 12:16,email,EN,1,1,1,3,1,3,1,1,1,1,1,3,1,1,4,2,4,3,4,4,4,3,4,3,4,4,-99,-99,-99,-99,-99,-99,-99,-99,4,4,4,4,4,3,4,4,4,4,4,4,-99,1,-99,2,2,2,3,1,1,2,1,3,3,1,3,3,1,1,4,57.5,-99
3/11/2024 12:13,3/11/2024 12:17,0,100,260,1,3/11/2024 12:17,email,EN,1,1,2,3,2,2,1,-99,-99,-99,-99,2,2,3,4,4,4,4,4,4,4,3,3,3,3,3,3,-99,-99,-99,-99,-99,-99,-99,4,4,4,4,4,4,4,4,4,4,4,4,4,3,-99,2,2,2,2,1,3,1,2,2,2,2,1,1,2,1,4,37.5,-99
3/11/2024 12:47,3/11/2024 12:55,0,100,495,1,3/11/2024 12:55,email,EN,1,3,3,1,3,2,2,-99,-99,4,4,3,1,1,4,3,4,2,4,4,4,3,3,1,1,4,3,-99,-99,4,4,-99,-99,-99,4,3,3,-99,4,4,4,4,4,-99,-99,4,-99,4,-99,2,1,2,1,3,2,2,3,-99,2,1,1,1,1,2,1,62.5,-99
3/7/2024 17:26,3/11/2024 15:08,0,100,333753,1,3/11/2024 15:08,email,EN,2,4,2,5,1,2,1,2,-99,4,4,4,-99,-99,4,3,3,2,4,4,4,4,3,3,4,4,3,-99,-99,4,4,3,-99,-99,4,4,3,-99,4,4,4,4,3,3,3,4,4,3,-99,3,4,3,3,3,2,3,3,4,2,3,3,3,2,1,2,42.5,I wasn't sure how to answer the items pertaining to online collaborative software since it's not clear to me what all that entails.  
3/11/2024 15:05,3/11/2024 15:14,0,100,547,1,3/11/2024 15:14,email,EN,5,5,1,4,1,2,2,4,3,4,2,4,1,1,4,3,4,4,4,4,4,4,3,1,2,4,-99,4,4,4,4,4,-99,-99,4,4,4,4,4,4,4,4,3,-99,4,4,4,1,I am very satisfied with what the information technology team has been doing for us. Thank you very much for your support every day.,3,3,3,2,3,1,4,4,4,4,1,3,4,1,2,1,32.5,-99
3/11/2024 15:27,3/11/2024 15:38,0,100,694,1,3/11/2024 15:38,email,EN,1,2,2,-99,1,2,-99,-99,-99,4,4,3,3,4,4,4,4,3,4,4,4,4,4,2,4,4,2,-99,-99,4,4,-99,-99,-99,4,4,3,4,4,4,4,4,4,-99,4,4,-99,3,"It's important for experts in ITS areas know that not everyone is a tech themselves (nor do they want to be) - so when responding or talking to someone who is asking for assistance, don't assume they have apps or remember how to do something  ",3,3,2,2,2,1,2,2,-99,3,-99,4,-99,1,1,1,57.5,-99
3/11/2024 15:36,3/11/2024 15:45,0,100,507,1,3/11/2024 15:45,email,EN,1,1,1,1,1,1,1,-99,-99,-99,-99,-99,-99,-99,3,3,-99,-99,4,4,4,4,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,4,-99,-99,4,4,4,4,4,-99,-99,-99,-99,1,Satisfied with IT services at this time.,2,2,2,1,2,-99,1,3,1,3,3,3,3,1,2,2,67.5,Not at this time.
3/11/2024 17:47,3/11/2024 17:52,0,100,264,1,3/11/2024 17:52,email,EN,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,1,4,4,4,4,1,1,1,1,1,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,-99,4,4,4,4,-99,-99,-99,-99,-99,1,-99,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,67.5,-99
3/12/2024 7:21,3/12/2024 7:26,0,100,265,1,3/12/2024 7:26,email,EN,5,5,2,4,3,2,2,4,3,4,3,2,2,2,3,3,4,2,4,4,4,4,2,3,3,4,4,4,4,4,4,3,2,2,3,4,4,4,4,4,2,4,2,4,3,4,4,2,-99,2,2,2,1,4,3,2,4,2,3,2,4,4,2,1,3,57.5,-99
3/12/2024 7:27,3/12/2024 7:33,0,100,414,1,3/12/2024 7:33,email,EN,1,2,1,4,1,3,1,1,1,2,2,3,1,1,4,3,2,1,4,4,4,2,4,2,3,4,-99,-99,-99,4,4,4,-99,-99,4,4,4,-99,4,3,3,3,3,-99,4,4,-99,2,It would be great if IT could come campus locations when problems occur and a help desk Zoom is unable to fix the issue.,2,2,2,1,2,1,2,2,2,3,3,3,3,3,1,1,47.5,-99
3/12/2024 7:30,3/12/2024 7:34,0,100,218,1,3/12/2024 7:34,email,EN,2,4,4,3,1,3,1,2,2,4,4,4,-99,-99,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,4,4,4,-99,4,4,4,4,2,-99,4,4,4,3,-99,2,2,2,1,2,1,2,1,2,2,2,2,1,1,2,1,42.5,-99
3/12/2024 7:36,3/12/2024 7:38,0,100,85,1,3/12/2024 7:38,email,EN,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
3/12/2024 7:33,3/12/2024 7:38,0,100,281,1,3/12/2024 7:38,email,EN,4,4,4,2,2,4,5,-99,-99,-99,-99,-99,-99,-99,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,More workshops about the use of the technology sources in the college because there is many of them and sometimes we are not aware they are available ,3,3,3,3,4,4,3,3,4,4,4,4,4,4,1,1,27.5,-99
3/12/2024 7:34,3/12/2024 7:40,0,100,383,1,3/12/2024 7:40,email,EN,1,2,2,2,1,2,1,2,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,-99,2,2,2,2,3,3,2,2,3,-99,3,3,2,3,1,2,52.5,-99
3/12/2024 7:23,3/12/2024 7:43,0,100,1223,1,3/12/2024 7:43,email,EN,1,1,1,1,1,2,1,3,3,1,2,2,1,1,4,4,1,1,4,4,4,4,3,2,4,4,-99,4,4,-99,3,3,-99,-99,4,4,-99,-99,4,4,4,4,4,-99,4,4,-99,1,Nothing I guess.,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,37.5,"Employees with a college education, like a Bachelor's Degree, whether they are using it or not should still be compensated for it! Sometimes you just can't find a job in the field you got a Degree in, so whatever they may end up doing, should still be treated and paid like someone with a college education. "
3/12/2024 7:41,3/12/2024 7:47,0,100,369,1,3/12/2024 7:47,email,EN,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,1,2,1,1,2,1,-99,-99,-99,-99,-99,-99,-99,4,4,4,4,4,4,4,-99,-99,-99,-99,-99,-99,2,-99,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,62.5,-99
3/12/2024 7:42,3/12/2024 7:47,0,100,321,1,3/12/2024 7:47,email,EN,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,3,4,4,4,4,2,-99,4,4,-99,-99,-99,-99,-99,-99,-99,-99,3,4,3,3,4,3,4,4,4,4,4,4,-99,4,-99,2,2,2,1,2,1,1,2,1,3,1,3,3,3,1,4,47.5,-99
3/12/2024 7:41,3/12/2024 7:49,0,100,429,1,3/12/2024 7:49,email,EN,1,3,1,1,1,2,1,1,1,3,4,1,1,1,4,3,3,1,4,4,4,3,4,2,3,-99,-99,-99,-99,3,3,-99,-99,-99,3,-99,4,-99,3,3,3,-99,1,-99,-99,-99,-99,4,-99,2,1,1,1,2,1,4,1,4,3,3,1,1,1,1,1,47.5,-99
3/12/2024 7:38,3/12/2024 7:49,0,100,667,1,3/12/2024 7:49,email,EN,2,3,2,5,3,2,2,2,2,4,4,4,2,2,4,4,4,3,4,4,4,3,3,2,3,4,3,4,4,4,4,4,3,3,4,4,3,4,2,4,2,3,3,3,3,4,4,2,"A monthly newsletter (that’s pretty and well formatted) with key updates and important info also users should know. Maybe some highlights of key software that’s available free to staff/students/faculty, along with links to training videos on use. ",2,1,1,1,3,2,4,3,2,4,3,4,4,1,1,4,37.5,-99
3/12/2024 7:40,3/12/2024 7:50,0,100,606,1,3/12/2024 7:50,email,EN,1,1,1,5,1,3,1,1,1,2,2,3,1,1,4,3,3,1,4,4,4,4,4,3,4,4,3,-99,-99,-99,-99,4,-99,-99,4,4,-99,-99,4,3,3,4,3,-99,4,4,-99,2,In person assistance occasionally as it seems a lot of the issues are equipment related. You can then only bring the equipment to the library. It is sometimes hard to demonstrate the issues unless you bring your entire system to troubleshoot.  ,2,1,2,1,1,1,2,2,2,3,2,2,2,1,1,2,57.5,I am satisfied over all.  I need to touch base to find out why all of my group emails are always going to my junk mail (from sfs@middlebury.edu for example).  I always am so busy though it is hard to find the time.  I have always learned to check my junk folder - but that doesn't help when there is a sudden impromptu meeting.  Thanks for all you do!  
3/12/2024 7:42,3/12/2024 7:53,0,100,697,1,3/12/2024 7:53,email,EN,1,5,1,1,1,2,1,-99,-99,4,4,2,-99,-99,1,1,4,3,4,4,4,4,4,3,3,4,-99,-99,-99,3,3,-99,-99,-99,3,3,3,4,4,3,3,3,3,3,3,3,-99,2,-99,2,1,2,1,3,1,2,2,2,2,2,2,2,2,1,2,57.5,-99
3/12/2024 7:51,3/12/2024 7:59,0,100,467,1,3/12/2024 7:59,email,EN,1,2,2,5,1,2,1,1,1,4,4,4,1,1,4,2,3,2,4,4,4,4,4,2,4,4,1,-99,-99,3,4,4,-99,-99,4,4,4,4,3,3,4,4,4,-99,4,4,-99,2,Overall I think the services are excellent ,3,2,2,1,2,1,2,2,1,2,2,2,2,1,1,4,62.5,-99
3/12/2024 7:52,3/12/2024 8:03,0,100,645,1,3/12/2024 8:03,email,EN,1,3,2,4,5,2,1,-99,-99,3,3,4,4,2,4,4,4,4,4,4,4,2,3,4,3,4,3,-99,-99,3,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,1,Nothing to add. Very happy with ITS. ,2,2,1,3,3,4,4,4,2,4,2,2,3,2,1,2,57.5,None
3/7/2024 9:03,3/12/2024 8:04,0,100,424841,1,3/12/2024 8:04,email,EN,1,1,1,1,1,1,1,-99,-99,-99,-99,3,-99,-99,3,3,3,3,4,4,4,4,3,-99,-99,3,-99,-99,-99,-99,-99,4,-99,-99,4,4,4,-99,3,2,2,4,4,-99,-99,3,-99,4,Fix the issues with slow internet connections.,3,3,3,2,1,1,1,1,1,2,1,2,3,1,1,1,57.5,-99
3/12/2024 7:58,3/12/2024 8:05,0,100,392,1,3/12/2024 8:05,email,EN,4,3,2,4,1,2,1,4,4,4,4,3,1,3,4,3,4,3,4,4,4,3,2,1,4,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,More staffing!,2,2,2,1,4,1,2,3,2,2,3,4,4,1,1,3,47.5,-99
3/12/2024 7:59,3/12/2024 8:06,0,100,446,1,3/12/2024 8:06,email,EN,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,2,1,1,4,4,4,4,3,3,3,3,1,-99,-99,-99,-99,-99,-99,-99,4,4,4,-99,4,4,3,4,4,4,4,4,-99,1,-99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,62.5,-99
3/12/2024 7:58,3/12/2024 8:06,0,100,466,1,3/12/2024 8:06,email,EN,1,2,1,4,1,2,2,1,1,2,2,3,1,1,3,3,3,3,4,4,4,3,1,2,2,3,2,-99,-99,4,4,4,-99,-99,4,4,4,4,4,4,4,4,4,4,4,4,4,1,Better laptops for facilities services Liaison use.,3,2,3,2,3,3,1,1,3,2,2,2,2,2,1,2,37.5,-99
3/12/2024 8:02,3/12/2024 8:06,0,100,254,1,3/12/2024 8:06,email,EN,5,5,3,5,1,2,2,4,3,4,3,4,2,2,3,2,4,2,4,4,4,4,1,4,4,4,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Great job!,4,3,3,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
3/12/2024 7:48,3/12/2024 8:07,0,100,1129,1,3/12/2024 8:07,email,EN,3,3,3,3,1,2,1,3,3,4,4,3,1,1,3,3,4,2,4,4,4,4,1,3,4,4,3,4,4,4,4,4,-99,-99,2,4,4,4,2,2,3,4,-99,4,4,4,4,3,"Having a regular staff member answer the phone, evaluate the need, and determine next steps. Too much time is wasted trying to explain problems to student staff, they don’t use the same tech programs we do, so it is hard for them to comprehend.",2,1,2,1,3,1,1,1,2,2,2,1,1,1,1,1,52.5,-99
3/12/2024 7:55,3/12/2024 8:08,0,100,815,1,3/12/2024 8:08,email,EN,2,1,1,2,1,2,2,4,3,3,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,-99,-99,4,4,-99,-99,3,3,3,2,4,4,4,3,3,-99,-99,4,4,4,"Education program on AI, Chat GPT, etc.",2,1,2,1,3,2,2,4,1,3,3,3,4,3,2,4,67.5,-99
3/12/2024 8:04,3/12/2024 8:10,0,100,357,1,3/12/2024 8:10,email,EN,4,-99,3,1,-99,3,2,4,4,3,3,2,1,1,4,4,3,2,4,4,4,4,-99,3,3,4,3,4,4,3,3,2,-99,-99,4,4,3,2,3,3,2,3,2,3,3,4,4,2,-99,3,2,3,1,3,1,2,2,2,3,3,2,1,1,1,1,57.5,-99
