StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,USE_CMS,USE_CMSOQ,USE_CMSGB,USE_CMSAS,USE_GAIT,USE_LRS,USE_LDL,USE_LSG,USE_LC,USE_LEC,USE_ILL,USE_LDB,USE_FPC,USE_GSSL,USE_BL,USE_BTE,IMP_CMS,IMP_CMSOQ,IMP_CMSGB,IMP_CMSAS,IMP_GAIT,IMP_SGAIT,IMP_LRS,IMP_LIAC,IMP_LDL,IMP_LSG,IMP_LC,IMP_LEC,IMP_ILL,IMP_LDB,IMP_FPC,IMP_CFCPS,IMP_CLS,IMP_GSSL,IMP_BL,IMP_BTE,IMP_AWAC,IMP_PWAC,IMP_OLS,DS_CMS,DS_CMSOQ,DS_CMSGB,DS_CMSAS,DS_GAIT,DS_SGAIT,DS_LRS,DS_LIAC,DS_LDL,DS_LSG,DS_LC,DS_LEC,DS_ILL,DS_LDB,DS_FPC,DS_CFCPS,DS_GSSL,DS_BL,DS_BTE,DS_AWAC,DS_PWAC,DS_OLS,AAG_TUC,EITS,ELS,INF_ATS,INF_AAT,INF_ATRW,INF_GAIT,AP_GAIT,SKL_CMS,SKL_GAIT,LRN_CMS,LRN_GAIT,LRN_OOO,LRN_WTS,LRN_PGL,LRN_SDD,LRN_SDOT,LRN_TE,YEAR,ADIV,AGE,NOTFGEN,COMMENT
3/11/2024 10:21,3/11/2024 10:29,0,100,472,1,3/11/2024 10:29,email,EN,5,3,3,5,1,3,1,2,1,2,3,3,1,3,1,2,4,-99,-99,4,1,1,4,4,2,3,2,3,4,3,3,3,2,4,1,2,2,4,3,3,3,3,3,-99,2,4,4,-99,3,-99,3,4,4,2,-99,3,-99,3,2,1,3,3,-99,-99,1,2,1,1,9,3,1,2,1,3,3,2,1,2,2,2026,50300,20,0,-99
3/11/2024 10:25,3/11/2024 10:36,0,100,662,1,3/11/2024 10:36,email,EN,5,3,5,5,2,2,3,3,3,3,3,4,2,3,1,1,4,3,4,4,1,1,3,2,2,2,3,3,4,4,3,2,2,3,1,1,3,2,3,3,3,3,3,-99,-99,3,-99,4,3,3,3,4,4,4,4,4,-99,-99,4,3,3,3,I haven't had any issues with ITS,I'm generally happy with the state of the library,2,3,3,2,9,4,2,2,3,4,3,3,2,2,1,2026,50300,20,1,-99
3/11/2024 14:37,3/11/2024 14:45,0,100,492,1,3/11/2024 14:45,email,EN,5,3,1,5,2,2,1,1,1,2,1,3,2,3,1,1,4,3,2,-99,-99,-99,1,3,-99,-99,-99,4,2,4,3,3,4,3,1,1,4,4,3,3,4,1,3,2,-99,2,1,1,1,2,3,-99,4,4,4,4,-99,4,3,3,3,4,-99,-99,1,3,1,2,3,4,2,2,3,3,3,2,3,4,1,2026,50300,21,1,-99
3/11/2024 17:56,3/11/2024 18:10,0,100,846,1,3/11/2024 18:10,email,EN,5,2,4,4,5,3,2,1,2,3,2,3,2,4,1,2,4,2,3,3,3,2,3,3,-99,-99,3,4,3,3,4,4,4,4,2,3,4,4,3,4,2,4,4,4,3,4,2,-99,-99,4,2,2,4,4,4,4,-99,4,1,2,4,4,"More widespread knowledge of how to do proper research and use technology to your advantage. For example, how to make an effective google search, use extensions such as Zotero, find proper scholarly articles, etc. ","Better advertise to students what you can help them with and how, and why what you can teach them matters ",2,2,1,2,3,3,3,2,4,3,4,4,2,3,2,2024,50300,21,1,-99
3/12/2024 7:21,3/12/2024 7:25,0,100,213,1,3/12/2024 7:25,email,EN,5,4,5,5,1,1,1,1,2,1,1,1,1,4,1,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,4,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,-99,-99,-99,4,-99,-99,1,1,1,1,9,5,3,1,1,1,1,1,1,4,4,2026,100800,19,1,-99
3/12/2024 7:21,3/12/2024 7:28,0,100,414,1,3/12/2024 7:28,email,EN,5,1,4,5,5,1,1,1,2,1,5,5,2,5,2,5,3,1,4,4,4,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,-99,3,4,4,-99,-99,-99,-99,-99,4,-99,3,4,4,4,4,4,4,4,4,4,4,NA,Accelerate ILL process,3,3,3,3,3,-99,3,1,4,1,1,1,1,4,4,2024,50300,22,1,-99
3/12/2024 7:27,3/12/2024 7:32,0,100,321,1,3/12/2024 7:32,email,EN,5,4,4,4,3,5,2,2,2,3,3,4,1,4,1,2,4,4,4,4,3,2,3,3,3,3,3,3,4,4,2,2,3,4,1,2,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,-99,-99,4,-99,3,4,4,4,4,-99,-99,2,1,1,2,4,4,3,3,2,3,3,3,2,2,3,2027,30100,19,0,-99
3/12/2024 7:40,3/12/2024 7:46,0,100,349,1,3/12/2024 7:46,email,EN,5,3,1,4,4,3,1,1,2,2,1,4,2,4,1,1,3,3,1,3,3,3,3,2,2,2,2,3,2,3,3,2,3,3,2,2,4,4,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-99,-99,2,2,1,3,4,3,3,3,3,2,2,2,3,3,3,2027,50300,18,1,-99
3/12/2024 7:50,3/12/2024 7:55,0,100,296,1,3/12/2024 7:55,email,EN,5,4,2,5,4,1,1,1,1,1,1,1,1,2,1,1,3,2,4,-99,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,3,3,2,2,3,4,4,1,3,2,3,3,1,3,3,2026,100800,19,0,-99
3/12/2024 8:07,3/12/2024 8:14,0,100,387,1,3/12/2024 8:14,email,EN,5,3,4,4,2,3,1,1,2,2,1,1,2,3,1,1,4,3,4,4,-99,-99,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,2,2,2,2,9,4,1,3,2,4,4,4,4,4,4,-99,-99,-99,-99,-99
3/12/2024 8:19,3/12/2024 8:22,0,100,145,1,3/12/2024 8:22,email,EN,5,5,5,5,1,3,2,2,2,2,2,2,2,2,2,2,-99,-99,-99,-99,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,1,1,4,4,4,4,4,4,3,3,3,3,3,3,-99,-99,-99,-99,4,-99,-99,1,1,1,1,9,5,1,4,1,3,3,3,3,3,3,2027,50300,19,1,-99
3/12/2024 8:20,3/12/2024 8:27,0,100,411,1,3/12/2024 8:27,email,EN,5,3,4,5,1,3,1,2,1,1,2,3,2,1,1,1,4,2,4,4,1,3,2,3,2,3,1,2,3,3,4,4,2,3,2,2,4,4,4,4,4,4,4,2,2,4,3,2,3,2,3,3,4,4,4,4,4,4,3,3,4,4,"More accessible list of what help is available. Often I would need help with tech and it is likely the assistance is available, I just am not aware of it.",-99,2,2,1,1,9,3,1,2,2,2,2,2,3,3,1,2026,40200,20,1,-99
3/12/2024 8:28,3/12/2024 8:33,0,100,323,1,3/12/2024 8:33,email,EN,5,5,5,5,3,3,5,2,3,2,3,5,3,4,1,2,4,4,4,4,2,2,4,3,3,3,3,2,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,3,3,-99,4,4,3,4,4,The wifi is unstable at times.,-99,3,2,2,2,4,4,3,2,3,2,3,2,2,2,4,2025,50300,23,-99,-99
3/12/2024 8:18,3/12/2024 8:42,0,100,1450,1,3/12/2024 8:42,email,EN,5,4,5,5,1,1,1,1,1,1,1,2,1,3,1,1,4,3,4,4,1,1,2,2,1,1,1,3,1,4,3,3,3,4,2,2,4,4,3,3,3,-99,1,-99,-99,3,3,-99,-99,-99,-99,-99,4,4,3,3,-99,-99,3,3,3,4,-99,-99,2,1,1,1,9,4,1,1,1,2,2,2,2,2,3,2025,100800,21,1,-99
3/12/2024 8:46,3/12/2024 8:55,0,100,510,1,3/12/2024 8:55,email,EN,5,5,5,5,1,2,4,3,2,5,2,4,2,5,2,1,4,4,4,4,1,2,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,"Having online accessibility to required books for classes. The costs for those who have to purchase books out of pocket because they do not meet the financial aid req for books adds up, so having access to online textbooks would be very beneficial. ",-99,2,1,1,1,9,4,1,2,2,2,2,2,3,3,3,2026,40200,20,1,-99
3/12/2024 8:55,3/12/2024 8:59,0,100,299,1,3/12/2024 9:00,email,EN,5,5,5,5,3,1,3,3,2,2,1,3,2,2,2,1,-99,4,4,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2,4,2,2,2,2,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,-99,4,4,4,4,N/a,N/a,3,3,3,2,3,4,3,1,2,1,1,1,1,1,1,2026,30100,20,1,-99
3/12/2024 9:03,3/12/2024 9:08,0,100,319,1,3/12/2024 9:08,email,EN,5,2,3,4,4,4,2,2,3,3,3,4,3,3,2,2,3,3,3,3,2,2,3,3,2,3,4,3,3,3,4,-99,-99,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,I cant think of anything I would like to see.,I find many people and myself need help printing posters,2,2,2,2,4,3,3,2,2,3,3,3,3,3,3,2025,40200,21,1,-99
3/7/2024 13:33,3/12/2024 9:21,0,100,413308,1,3/12/2024 9:21,email,EN,5,2,1,5,2,3,3,1,2,3,1,3,1,1,1,1,4,2,2,3,2,2,2,2,3,2,2,3,2,4,1,1,1,1,1,1,4,4,3,3,3,2,3,2,2,3,3,3,3,3,3,-99,4,-99,-99,-99,-99,4,4,4,3,2,All good to me,Be able to search for just primary sources vs secondary sources,1,1,1,1,4,4,2,2,4,3,3,2,2,3,3,2025,30100,23,1,-99
3/12/2024 9:37,3/12/2024 9:43,0,100,368,1,3/12/2024 9:43,email,EN,5,1,4,5,1,4,3,3,2,3,1,5,3,5,1,1,3,2,3,3,-99,-99,2,2,2,3,2,3,-99,4,3,3,3,4,2,2,4,3,3,4,4,4,4,-99,-99,4,4,4,4,4,4,-99,4,4,4,4,-99,-99,3,3,4,3,N/A,N/A,2,1,2,2,9,4,1,3,2,3,3,3,2,2,1,-99,-99,-99,-99,-99
3/12/2024 9:43,3/12/2024 9:50,0,100,402,1,3/12/2024 9:50,email,EN,5,4,4,5,3,3,1,1,1,1,1,1,2,5,1,1,4,4,4,4,3,4,4,4,2,2,2,2,3,3,4,4,4,4,2,3,4,4,4,3,3,4,4,2,2,3,2,-99,-99,-99,-99,3,3,4,4,4,-99,-99,4,3,3,4,-99,-99,1,1,1,2,2,3,2,4,4,3,2,1,1,1,3,2027,50300,19,1,-99
3/8/2024 9:39,3/12/2024 9:54,0,100,342858,1,3/12/2024 9:54,email,EN,5,4,4,5,2,3,1,1,1,1,2,2,1,4,1,3,4,3,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,-99,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,1,1,2,2,1,3,2,2,3,4,4,2,2,4,4,2027,100800,19,0,-99
3/7/2024 9:46,3/12/2024 9:55,0,100,428934,1,3/12/2024 9:55,email,EN,5,5,5,5,1,3,1,3,3,3,1,3,1,3,1,2,4,4,4,4,3,3,2,4,-99,2,1,3,1,4,4,3,4,4,2,3,4,4,4,4,4,4,4,4,4,3,3,3,3,2,3,2,3,4,3,4,3,4,4,4,4,4,Nothing comes to mind.,Nothing comes to mind,2,2,2,2,9,4,1,4,4,4,4,4,3,3,4,2026,40200,20,1,-99
3/12/2024 9:55,3/12/2024 10:01,0,100,335,1,3/12/2024 10:01,email,EN,5,4,5,-99,1,3,1,1,2,3,2,4,2,1,1,1,4,2,3,3,1,1,2,3,1,1,3,3,3,4,3,2,2,1,1,1,4,4,3,4,3,4,4,-99,-99,4,4,-99,-99,4,4,4,4,3,3,-99,-99,-99,3,3,4,3,Improved first year introduction to the library,Better poster printing instruction,2,1,2,2,9,5,1,2,2,2,2,3,1,2,2,2024,40200,21,1,-99
3/12/2024 9:57,3/12/2024 10:04,0,100,408,1,3/12/2024 10:04,email,EN,5,2,4,5,5,2,2,2,1,1,1,3,2,4,1,1,4,1,4,4,3,2,2,2,2,2,3,3,2,4,3,2,2,4,2,2,3,4,2,3,2,2,3,3,2,3,3,3,3,2,2,-99,2,1,-99,3,-99,-99,4,2,3,3,-99,-99,1,1,1,1,3,3,3,1,1,3,2,2,2,2,1,2026,50300,20,1,-99
3/12/2024 9:59,3/12/2024 10:05,0,100,354,1,3/12/2024 10:05,email,EN,5,2,5,5,3,1,1,1,1,1,1,2,1,1,2,2,4,2,4,4,2,2,2,2,1,1,2,1,2,3,3,2,2,2,3,3,4,4,3,4,4,4,4,4,4,4,-99,-99,-99,4,-99,4,4,4,4,4,4,4,4,4,4,4,-99,-99,2,1,1,2,1,4,4,1,1,1,1,1,1,1,1,2026,40200,19,1,-99
3/12/2024 10:01,3/12/2024 10:07,0,100,321,1,3/12/2024 10:07,email,EN,5,3,3,4,3,1,1,1,1,2,1,1,1,3,1,1,4,3,3,4,2,2,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,2,4,4,4,4,4,4,-99,-99,-99,-99,-99,4,-99,4,4,4,4,-99,-99,-99,-99,4,3,I think our information technology services are great and do not need current improvements.,I do not know because I do not really utilize library services other than the physical space itself.,1,1,1,1,1,4,3,3,3,2,3,3,2,2,2,2024,50300,22,1,-99
3/7/2024 16:06,3/12/2024 10:18,0,100,407552,1,3/12/2024 10:18,email,EN,5,3,4,5,2,2,2,2,2,2,2,2,1,2,1,1,4,3,4,4,1,1,2,3,2,2,2,3,3,2,1,1,2,3,1,1,4,4,3,4,4,3,4,2,2,3,3,3,3,3,3,4,3,-99,-99,3,-99,-99,4,4,4,3,-99,-99,1,1,1,2,2,4,2,2,2,3,3,2,3,2,2,2026,40200,20,1,-99
3/12/2024 10:18,3/12/2024 10:23,0,100,326,1,3/12/2024 10:23,email,EN,5,3,4,4,4,2,1,1,1,1,1,1,2,3,1,2,4,3,4,4,4,4,2,2,2,2,2,2,3,3,4,4,4,4,2,2,-99,-99,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Nothing coming to mind,Nothing coming to mind,2,2,2,2,4,4,3,1,1,1,1,1,1,1,1,2025,100800,22,1,-99
3/12/2024 10:23,3/12/2024 10:29,0,100,391,1,3/12/2024 10:29,email,EN,5,3,4,5,1,3,1,1,2,2,3,3,2,2,1,1,4,4,4,4,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,4,4,3,4,4,4,4,-99,-99,3,3,-99,-99,3,3,4,4,3,3,-99,-99,-99,3,3,4,4,"More training opportunities and lessons on specific programs (adobe suite, Microsoft office). If those are already happening, better outreach and promotion of opportunities ",nothing yalls are doing great love you!,2,1,1,1,9,4,1,1,1,2,4,3,1,1,2,2025,100800,22,1,-99
3/12/2024 10:32,3/12/2024 10:36,0,100,229,1,3/12/2024 10:36,email,EN,5,2,5,5,1,3,5,5,5,5,5,5,1,2,1,5,3,2,3,3,1,1,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,2,2,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,2,2,2,2,9,3,3,2,2,2,2,2,2,2,2,2025,30100,20,1,-99
3/12/2024 10:36,3/12/2024 10:41,0,100,286,1,3/12/2024 10:41,email,EN,5,3,4,3,4,3,1,1,2,2,2,3,1,2,1,2,4,2,3,3,3,2,4,2,-99,-99,3,3,3,4,2,2,3,2,3,3,4,4,3,4,4,4,4,4,4,4,3,-99,-99,4,4,4,3,-99,-99,3,-99,3,4,4,4,4,-99,-99,2,1,1,3,2,4,3,3,3,2,3,2,3,3,2,2024,100800,21,1,-99
3/12/2024 10:39,3/12/2024 10:43,0,100,206,1,3/12/2024 10:43,email,EN,5,3,4,5,2,2,1,1,2,2,2,3,1,4,1,1,4,2,3,3,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,4,4,2,4,4,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,4,4,-99,3,3,4,3,-99,-99,2,1,1,1,9,5,1,1,2,1,1,1,3,3,1,2025,40200,22,1,-99
3/12/2024 8:07,3/12/2024 10:43,0,100,9378,1,3/12/2024 10:43,email,EN,5,3,4,4,4,5,1,2,1,4,3,4,1,3,1,1,4,4,4,4,3,3,2,3,1,1,1,3,4,4,1,1,3,3,1,1,3,3,4,4,4,4,4,3,3,4,4,-99,-99,-99,4,4,4,-99,-99,3,-99,-99,4,4,4,3,I don't think I have a great understanding of what the information technology services have to offer. ,"I think it would be helpful if FYS courses included an overview of how the library is set up, in terms of how books are categorized and where to begin your search in terms of physical library content. ",1,1,1,2,2,5,3,2,2,3,2,3,1,1,3,2025,50300,22,1,-99
3/12/2024 10:36,3/12/2024 10:45,0,100,533,1,3/12/2024 10:45,email,EN,5,-99,2,4,5,2,1,1,2,1,2,2,1,2,1,1,4,1,2,4,4,4,1,1,1,1,2,2,3,3,3,2,4,4,1,1,4,4,3,4,3,2,4,4,4,3,3,3,3,2,3,4,3,3,3,4,3,3,2,2,3,3,More artificial intelligence services that still uphold the academic code,More hours open,2,1,1,3,3,4,4,3,3,1,2,2,2,2,1,2027,50300,19,0,-99
3/12/2024 9:40,3/12/2024 10:47,0,100,4015,1,3/12/2024 10:47,email,EN,5,4,5,5,3,1,1,1,1,1,1,2,1,3,1,1,4,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"I have never visited IT services, but I had friends you had problems with efficiency and getting their issues resolved.",I like it as it is.,2,2,2,2,4,-99,2,2,2,3,3,3,3,3,3,2026,50300,20,1,No
3/12/2024 10:38,3/12/2024 10:49,0,100,668,1,3/12/2024 10:49,email,EN,5,4,5,5,1,2,1,1,2,2,2,2,3,3,1,2,4,3,3,4,2,3,3,3,3,3,3,3,4,4,3,3,3,4,4,4,4,4,4,3,3,3,2,-99,-99,2,2,3,2,3,3,4,3,3,3,4,4,4,3,2,2,4,-99,-99,2,2,1,1,3,3,2,3,4,1,3,2,3,1,1,2026,50300,20,0,-99
3/12/2024 10:45,3/12/2024 10:50,0,100,263,1,3/12/2024 10:50,email,EN,5,4,2,5,1,2,2,2,1,1,1,3,2,5,1,2,4,2,2,3,-99,-99,2,2,2,2,2,2,1,3,2,2,3,4,1,1,4,4,2,4,4,4,4,-99,-99,3,3,3,3,3,3,3,4,4,4,4,-99,3,2,2,4,4,-99,-99,3,1,2,3,9,3,1,1,1,1,2,1,1,1,3,2027,30100,20,1,-99
3/12/2024 10:28,3/12/2024 10:50,0,100,1310,1,3/12/2024 10:50,email,EN,5,2,4,4,2,2,1,1,2,2,2,3,1,3,1,1,4,3,4,4,1,1,3,1,-99,-99,3,2,2,3,2,1,2,3,-99,-99,4,4,3,4,4,4,4,-99,-99,4,4,-99,-99,4,4,4,4,-99,-99,4,-99,-99,3,3,4,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
3/12/2024 10:46,3/12/2024 10:53,0,100,389,1,3/12/2024 10:53,email,EN,5,4,4,4,1,3,1,3,2,2,2,3,1,3,1,1,4,4,4,4,1,1,3,3,3,3,3,3,4,4,2,2,2,4,1,1,4,4,4,4,4,4,4,-99,-99,3,3,3,3,4,4,4,4,-99,-99,4,-99,-99,4,3,4,4,I don’t often use the technology services so I am not sure. ,Hours or time when you can go get help with research. ,1,1,1,1,9,4,1,3,4,2,3,3,4,4,1,2027,30100,19,1,-99
3/12/2024 10:49,3/12/2024 10:55,0,100,335,1,3/12/2024 10:55,email,EN,5,3,2,3,1,1,1,1,1,2,1,2,1,2,1,2,4,3,3,-99,1,1,4,4,4,2,4,4,3,4,4,4,4,4,3,3,3,3,3,4,4,4,-99,-99,-99,4,3,3,3,2,2,3,2,3,-99,4,-99,3,3,3,4,4,"I dont have much to say, but I find it hard connecting to printers on campus for some reason. ",I think movies in the library should be given to students for more than just a day (or however short it is.),2,1,1,1,9,3,1,1,1,2,2,2,2,2,3,2026,30100,19,1,-99
3/12/2024 10:58,3/12/2024 11:05,0,100,463,1,3/12/2024 11:05,email,EN,5,2,4,4,1,2,2,2,2,2,2,2,2,4,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,4,-99,-99,4,4,3,3,3,3,3,-99,-99,3,3,3,3,3,3,3,3,3,3,3,-99,-99,2,2,3,3,"I think that having Wi-fi that is usable all over campus and is efficient even with so many people on it. For essentially all classes, one must use wifi, and it is hard to accomplish work if the wifi won’t work in certain areas or is incredibly slow.",I can’t think of anything.,2,2,2,2,9,3,2,2,1,1,1,1,1,1,2,2027,50300,19,0,-99
3/12/2024 11:11,3/12/2024 11:16,0,100,292,1,3/12/2024 11:16,email,EN,5,4,4,5,1,3,4,3,2,2,3,4,2,4,1,1,4,3,4,4,1,1,3,3,3,3,3,3,3,4,3,3,4,4,2,2,4,4,4,4,4,4,4,-99,-99,4,4,4,4,4,4,4,4,4,4,4,-99,4,4,4,4,4,-99,-99,4,3,3,2,9,5,1,2,1,4,2,2,2,2,2,2027,40200,18,1,-99
3/12/2024 11:18,3/12/2024 11:26,0,100,479,1,3/12/2024 11:26,email,EN,5,3,4,5,4,4,1,2,1,2,2,3,3,2,1,2,4,2,4,4,3,3,2,3,1,2,2,3,4,4,4,4,4,3,-99,3,4,4,4,2,3,3,3,4,2,3,3,-99,3,3,3,3,3,3,3,3,-99,3,2,1,3,4,-99,-99,2,1,1,2,4,3,3,1,2,1,1,1,1,2,2,2024,40200,22,1,-99
3/12/2024 11:27,3/12/2024 11:32,0,100,309,1,3/12/2024 11:32,email,EN,5,1,1,4,1,1,1,1,1,1,1,4,1,4,1,1,4,1,4,4,2,3,1,1,1,1,1,1,1,4,1,1,1,4,1,1,4,4,3,4,4,3,4,3,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,3,3,3,4,Require teachers to post grades on canvas.,Better way to book group study rooms. One issue is that people book them then do not use them so they appear booked when actually empty. ,4,4,4,4,5,5,4,2,4,2,2,2,2,2,2,2025,50300,22,1,N/A
3/12/2024 11:30,3/12/2024 11:33,0,100,187,1,3/12/2024 11:33,email,EN,5,5,5,5,1,2,1,1,1,3,1,5,2,4,1,1,4,4,4,2,-99,1,2,3,1,2,1,2,1,4,4,4,4,4,3,3,3,3,3,4,4,4,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,Have teachers and professors be better trained in areas of technology. Require all teachers to use a canvas page. ,Stay open later. ,3,2,2,2,4,4,2,3,2,2,2,3,2,3,1,2026,40200,19,1,-99
3/12/2024 11:29,3/12/2024 11:34,0,100,263,1,3/12/2024 11:34,email,EN,5,1,2,4,2,3,3,1,2,3,2,3,1,1,1,1,3,-99,3,3,1,1,3,2,3,1,2,3,4,4,-99,-99,-99,-99,-99,-99,-99,4,4,4,2,3,-99,4,-99,4,4,4,3,4,4,4,4,-99,-99,-99,-99,-99,-99,2,4,3,-99,-99,2,1,1,2,4,4,3,1,1,1,1,1,3,3,3,2025,50300,21,1,-99
3/12/2024 11:15,3/12/2024 11:34,0,100,1172,1,3/12/2024 11:34,email,EN,5,2,4,5,3,2,1,1,3,4,3,5,2,4,2,5,4,2,4,4,2,3,2,4,1,1,3,4,4,4,2,3,4,4,2,4,4,4,4,4,2,2,3,3,2,2,2,2,2,4,3,4,3,3,2,4,4,4,4,3,4,4,-99,Access to pencils and lined paper in group study rooms or studios could be improved to further provide the students with more materials.,3,2,1,2,3,4,3,1,4,3,4,4,1,3,2,2026,100800,19,1,-99
3/12/2024 11:31,3/12/2024 11:34,0,100,220,1,3/12/2024 11:34,email,EN,4,4,5,-99,5,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,n/a,n/a,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2027,50300,19,0,-99
3/12/2024 11:26,3/12/2024 11:39,0,100,768,1,3/12/2024 11:39,email,EN,5,4,4,5,4,4,3,2,2,3,2,4,1,5,1,2,4,3,4,4,4,3,4,3,3,3,3,4,3,4,2,2,2,4,2,3,4,4,4,4,4,4,4,4,3,3,2,3,3,2,3,4,2,-99,-99,2,-99,3,4,4,4,3,"Access to more technology for students to take out -- ""library of things"" with digital cameras, projector and projector screen kits, video recorders -- available to all students.","I would like access to more databases and publications (ex. The Guardian, The Economist, The Atlantic). My professors frequently assign these sources as readings and then are surprised when students don't have access.",2,1,1,2,2,5,3,1,4,1,4,4,3,3,2,2027,50300,19,1,-99
3/12/2024 11:35,3/12/2024 11:39,0,100,260,1,3/12/2024 11:39,email,EN,5,5,5,5,3,3,1,1,4,5,2,3,3,4,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,3,3,3,3,3,2,2,3,3,2,-99,-99,-99,-99,-99,-99,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,2026,30100,21,1,-99
3/12/2024 11:48,3/12/2024 11:52,0,100,225,1,3/12/2024 11:52,email,EN,5,3,2,5,1,3,3,3,3,3,3,3,3,2,2,2,4,2,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,-99,2,1,1,4,9,4,1,1,1,1,1,1,1,1,1,2024,100800,21,1,-99
3/12/2024 11:53,3/12/2024 11:57,0,100,228,1,3/12/2024 11:57,email,EN,5,1,1,3,3,4,3,1,3,3,1,4,1,5,1,2,3,1,2,3,3,3,3,3,4,2,3,3,2,4,2,2,2,4,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Graduate access to adobe suite,Access to more academic journals,2,2,2,2,2,3,3,1,4,1,1,1,1,1,3,2024,50300,22,1,-99
3/12/2024 11:44,3/12/2024 12:01,0,100,1057,1,3/12/2024 12:01,email,EN,5,3,4,5,2,3,1,2,3,3,2,3,3,5,1,2,4,2,-99,4,2,1,3,3,2,-99,3,3,3,3,3,3,4,4,-99,2,-99,-99,3,3,4,3,4,3,3,3,2,3,3,3,4,3,4,-99,3,3,-99,-99,4,4,4,4,I wish all my profs. would use canvas + the canvas gradebook because it's really easy when all the information is in one place.,I wish there were more private rooms that groups can work in,2,3,2,2,4,4,3,2,1,1,-99,2,4,1,4,2027,10200,19,1,-99
3/12/2024 12:01,3/12/2024 12:05,0,100,284,1,3/12/2024 12:05,email,EN,5,4,5,5,4,3,1,1,1,1,1,3,1,4,1,1,4,4,4,4,3,2,1,4,1,1,1,1,1,3,-99,-99,4,4,-99,-99,4,4,4,4,4,4,4,3,3,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,4,-99,-99,4,3,3,4,-99,-99,2,1,1,2,3,5,3,3,4,4,4,2,1,1,4,2026,50300,20,1,-99
